Student Id,Surname,minutes per week spent on elearning,Topic with highest time spend,Gender,Age,average grade over an acadmic year,NumOf_family mebers,play a sport activity,colledge acceptance
15735246,Norman,798,Math,Female,18,12,2,0,1
15791700,Ugochukwutubelum,773,Physics,Male,15,10,4,1,1
15670753,Uvarova,614,Math,Male,18,10,1,1,0
15573876,Chia,473,Math,Male,17,13,2,0,0
15770174,Piazza,762,Biology,Male,16,16,1,0,0
15641114,Power,701,Biology,Male,17,13,1,1,0
15682435,P'eng,600,Biology,Male,17,8,2,0,0
15751788,Johnson,850,Math,Male,15,17,1,1,0
15672598,Walker,613,Math,Male,17,12,1,1,0
15762803,Innes,509,Biology,Male,16,11,2,0,0
15812982,Francis,509,Math,Male,17,14,1,0,0
15597901,Chidozie,609,Biology,Male,16,14,1,1,0
15731507,Mackenzie,456,Biology,Female,15,8,1,0,0
15809826,Craigie,728,Biology,Female,16,15,1,0,1
15764237,Manfrin,663,Math,Male,16,12,2,0,0
15769917,Onyekachi,673,Physics,Female,17,10,3,1,0
15641850,Pethard,717,Biology,Male,17,18,1,0,0
15770974,Nwabugwu,741,Physics,Female,17,12,2,0,0
15803749,DeRose,498,Physics,Female,18,18,2,1,1
15684999,Ch'eng,850,Biology,Female,15,8,2,1,0
15770225,Padovesi,493,Biology,Male,15,9,2,1,0
15627484,Obielumani,686,Biology,Female,15,11,1,0,0
15610337,Stephens,666,Math,Male,15,11,1,0,0
15752488,Emery,733,Math,Female,17,15,1,1,0
15610056,Dufresne,631,Physics,Female,18,12,2,1,0
15806049,Lee,714,Physics,Female,16,8,1,0,0
15736069,Hsing,767,Physics,Female,17,9,1,0,1
15763662,Longo,711,Physics,Male,18,13,2,1,0
15615575,Vial,722,Biology,Male,15,14,2,1,0
15691723,Chukwudi,631,Math,Male,18,9,1,0,0
15774098,Grant,701,Physics,Male,16,11,2,1,0
15750808,Ma,790,Math,Male,17,15,2,1,0
15744368,Sun,633,Math,Male,16,10,1,1,0
15610594,Moss,644,Biology,Female,18,9,2,0,0
15756125,Booth,757,Math,Male,17,14,2,0,0
15623277,Ross,696,Biology,Female,15,11,2,1,0
15795954,Ndukaku,746,Biology,Male,17,9,1,0,0
15671969,Pruneda,649,Math,Male,16,18,2,0,0
15791268,Neumann,565,Math,Male,16,16,1,0,0
15713655,Calabrese,720,Biology,Female,16,11,2,1,1
15633930,Yobachukwu,648,Math,Female,18,18,2,0,1
15712849,Tung,632,Physics,Male,16,17,1,0,1
15639077,Marchesi,622,Biology,Female,15,17,3,0,1
15808784,Hess,835,Biology,Male,15,8,2,1,0
15648577,Pickering,493,Biology,Female,18,16,1,1,1
15670345,Mazzi,785,Physics,Female,18,9,1,0,0
15633112,Madukaego,681,Physics,Male,16,13,2,0,1
15714397,Trentino,621,Physics,Female,16,11,2,1,0
15780038,Paterson,756,Math,Male,18,9,1,0,1
15756305,Marchesi,515,Biology,Female,17,11,2,1,0
15578799,Anayolisa,625,Biology,Female,17,18,1,1,1
15800326,Poole,717,Math,Female,16,9,2,0,0
15785485,Zhou,595,Physics,Female,16,10,1,1,0
15783958,Bates,539,Math,Female,18,18,2,0,0
15727546,Olejuru,762,Biology,Male,18,14,2,1,0
15739576,Bustard,706,Math,Male,18,15,2,1,0
15631333,Wade,677,Math,Female,16,13,1,0,0
15604782,Tan,733,Physics,Female,18,14,1,1,0
15589643,Ngozichukwuka,684,Math,Female,15,14,1,1,0
15585533,Calabrese,679,Biology,Male,17,9,1,1,0
15681506,Lane,478,Math,Male,16,8,2,1,0
15630551,Forbes,696,Biology,Male,17,11,1,1,0
15698349,Davy,686,Math,Female,16,18,2,1,0
15776631,Ma,466,Biology,Female,17,14,1,1,0
15762216,Barrera,686,Biology,Female,18,14,2,0,0
15623927,Alexander,576,Biology,Male,15,8,2,1,0
15681402,Ngozichukwuka,763,Physics,Female,15,13,1,1,0
15586264,Murray,572,Biology,Male,17,9,1,0,1
15594685,Hall,757,Biology,Female,15,18,2,0,0
15812945,Padovesi,582,Biology,Female,17,14,1,1,0
15734628,Lysaght,623,Biology,Female,16,18,2,0,0
15629323,Kelechi,617,Physics,Female,16,11,2,0,1
15666823,Nebechi,425,Biology,Male,18,10,2,0,0
15777553,Hanson,659,Biology,Female,15,9,1,0,1
15613097,Kao,605,Biology,Female,15,8,2,1,0
15622217,Tu,538,Biology,Female,16,9,2,0,1
15703588,Palerma,665,Physics,Male,17,15,2,0,0
15570835,Fallaci,491,Physics,Female,17,10,1,1,1
15679299,Shen,726,Math,Female,16,13,1,1,0
15808044,Ts'ui,580,Biology,Female,18,11,3,0,1
15579208,Chikezie,550,Biology,Female,18,8,2,1,0
15684951,He,542,Biology,Female,15,11,2,0,1
15667620,Dreyer,732,Biology,Female,18,8,2,0,0
15582960,Short,473,Biology,Female,18,9,1,1,0
15590730,Hunt,745,Math,Male,15,10,2,0,0
15763747,Ricci,732,Biology,Male,16,16,2,1,0
15778320,Teng,848,Physics,Female,15,15,1,0,0
15642787,Ijendu,572,Biology,Male,18,10,1,0,0
15624633,Kibby,702,Biology,Male,17,14,1,1,0
15766765,Obiuto,664,Physics,Male,16,14,1,0,0
15783615,Ramos,630,Physics,Male,18,10,4,1,1
15640161,Calabrese,618,Physics,Male,17,13,2,0,0
15619889,Vasin,556,Biology,Male,17,8,1,0,0
15579166,Munro,619,Biology,Female,18,15,1,1,0
15789097,Keeley,644,Biology,Male,18,9,2,1,1
15674880,Archer,658,Math,Male,18,9,2,0,0
15778157,Murray,598,Math,Male,18,12,2,0,0
15779064,Chidiegwu,677,Biology,Male,16,10,2,1,0
15801265,Tang,689,Math,Female,18,10,1,0,1
15589204,Farrar,591,Biology,Male,15,9,1,0,0
15664543,Shaw,699,Biology,Male,18,15,1,1,1
15582714,Napolitani,749,Physics,Male,18,9,1,1,1
15797595,Greenhalgh,709,Biology,Female,17,10,1,1,0
15614034,Martin,607,Physics,Male,17,8,2,1,0
15763171,Hu,650,Physics,Female,18,15,1,1,0
15647266,Y?an,651,Math,Female,16,15,1,0,0
15757577,Odili,676,Biology,Female,15,13,2,1,0
15736656,H?,723,Biology,Female,17,13,2,1,0
15635078,Chiemela,714,Math,Male,16,8,1,1,0
15680141,Yuan,759,Math,Female,15,18,1,1,0
15576945,Clements,582,Biology,Male,16,10,1,0,0
15602034,Kolesnikov,697,Biology,Female,17,18,1,0,0
15732020,Rutherford,610,Physics,Male,18,8,2,1,0
15611029,Hsiung,488,Physics,Female,18,17,1,0,0
15621210,Angelo,599,Physics,Male,16,14,1,1,1
15569222,Mendes,781,Biology,Male,15,8,1,1,0
15664639,McGregor,645,Biology,Male,15,13,1,0,0
15724223,Bronner,545,Biology,Female,16,8,1,0,1
15644621,Mironova,597,Physics,Female,16,16,2,0,0
15756056,Ku,561,Math,Female,17,9,2,0,0
15700353,Evans,662,Biology,Female,16,11,2,0,0
15624388,Henderson,649,Physics,Female,17,17,1,1,1
15627212,Smith,630,Biology,Female,16,15,1,1,0
15648005,Russell,672,Math,Male,17,9,2,1,0
15681446,Sun,636,Physics,Female,16,9,1,1,0
15775888,McDonald,593,Physics,Female,17,13,1,1,0
15749019,Wong,545,Physics,Male,17,9,2,1,0
15709928,Niu,567,Math,Female,15,13,2,0,0
15784676,Fanucci,583,Biology,Male,16,15,2,0,0
15748116,Zetticci,681,Biology,Female,15,14,1,1,0
15612193,Hsia,762,Math,Male,15,14,2,0,0
15762984,McIntosh,648,Math,Male,16,12,2,0,0
15613713,Kozlova,644,Biology,Male,18,14,1,1,0
15664204,Meany,706,Math,Male,15,15,2,1,0
15639415,Thompson,850,Biology,Male,15,18,1,0,0
15806332,Le Gallienne,484,Math,Female,18,18,2,1,0
15614929,Cheng,508,Physics,Male,18,11,2,0,0
15695492,P'eng,439,Biology,Female,15,9,1,0,0
15635972,Lloyd,484,Math,Male,18,16,2,0,0
15616380,Wheeler,803,Math,Female,15,12,2,0,0
15581440,Christie,724,Physics,Female,15,16,2,1,1
15654390,He,640,Biology,Male,18,8,1,0,1
15660688,King,701,Math,Female,16,8,2,0,0
15806307,Favors,537,Biology,Male,18,18,2,1,0
15647975,Vida,651,Physics,Male,16,9,1,0,0
15595728,Thomas,523,Physics,Male,15,13,1,0,1
15735388,Wayn,717,Biology,Female,16,12,2,0,0
15788535,Tan,593,Math,Male,17,16,1,0,0
15765902,Gibson,706,Physics,Male,16,11,2,1,0
15642345,Y?,714,Physics,Female,16,17,1,0,1
15641250,Calabresi,794,Math,Male,17,10,1,0,0
15706163,Enyinnaya,518,Physics,Male,15,17,1,0,1
15746708,Ritchie,589,Physics,Male,17,14,1,0,1
15775203,Chia,824,Biology,Male,16,9,1,0,0
15787907,Wang,719,Physics,Female,16,15,3,0,1
15646764,Lorenzo,617,Physics,Female,15,11,2,0,1
15678284,Pai,651,Biology,Male,18,8,3,0,1
15726791,Nuttall,637,Math,Female,15,8,1,1,1
15813144,Osborne,554,Biology,Female,15,14,2,0,0
15669342,Ferri,731,Physics,Male,18,11,2,0,0
15710366,Hamilton,569,Math,Female,18,17,1,1,1
15614934,McEwan,625,Physics,Female,16,18,1,0,0
15588701,Lai,592,Biology,Female,16,15,2,0,0
15665438,Hs?,669,Biology,Male,17,17,1,1,0
15644896,Thompson,663,Physics,Male,17,10,1,1,0
15670205,Boyd,518,Physics,Female,18,12,1,0,0
15635776,Trevisani,686,Physics,Female,16,16,2,1,0
15791053,Lucciano,709,Physics,Male,16,17,1,1,1
15644005,Holman,571,Biology,Female,15,10,2,1,0
15796343,Bazhenov,707,Biology,Female,17,9,2,0,0
15751057,Douglas,701,Physics,Male,16,17,1,0,0
15623430,Hill,672,Biology,Male,16,10,2,0,0
15682600,Lo,620,Physics,Male,18,10,1,0,1
15769312,Forbes,557,Math,Male,18,16,2,1,0
15708212,Lin,648,Math,Female,17,12,1,0,1
15650258,Sinclair,479,Biology,Female,18,10,1,0,0
15604345,Kemp,730,Biology,Female,17,15,1,1,0
15578297,Ebelegbulam,737,Physics,Female,17,13,1,0,1
15671789,Woods,616,Biology,Male,17,16,2,0,0
15726186,Genovese,639,Math,Male,17,15,2,0,0
15764618,Tseng,815,Math,Female,17,13,1,1,0
15730738,Chiang,786,Math,Male,18,17,2,1,0
15637650,Williams,549,Biology,Male,16,15,2,1,0
15606267,Wilson,622,Biology,Female,15,14,1,1,0
15625904,Wang,624,Biology,Male,18,12,2,0,0
15654463,Moore,841,Biology,Male,16,8,2,0,0
15774151,Iadanza,614,Math,Female,15,14,1,0,1
15693259,Wallace,676,Biology,Male,18,8,1,1,0
15642468,Clark,697,Biology,Male,18,16,2,0,0
15758531,Y?,732,Biology,Female,18,14,2,0,0
15728352,Yermakov,623,Biology,Male,15,17,1,0,0
15637240,Wei,541,Biology,Male,18,14,2,0,0
15595588,Chukwunonso,773,Math,Female,17,13,2,1,0
15778395,McIntyre,762,Physics,Male,17,8,2,0,1
15711825,Ts'ai,655,Math,Female,18,8,2,0,0
15599251,Chung,602,Physics,Male,18,17,2,0,0
15570004,Tsou,850,Biology,Male,16,16,2,0,0
15656912,Aitken,649,Math,Male,17,13,1,1,0
15657342,Dawson,850,Physics,Male,15,10,1,0,1
15716284,Ward,543,Biology,Male,17,8,2,1,0
15672374,Pai,672,Biology,Male,18,14,1,0,1
15732476,Ifeanyichukwu,600,Biology,Female,18,11,2,1,0
15747724,Briggs,671,Math,Female,17,9,1,0,0
15633877,Morrison,706,Math,Female,17,10,1,1,0
15672516,Wall,541,Physics,Male,17,14,2,0,0
15607827,Nebechukwu,711,Physics,Male,16,12,2,1,0
15751336,Yao,630,Math,Male,17,16,2,1,0
15646539,Liao,531,Biology,Male,17,13,1,0,0
15756901,Ch'ang,641,Biology,Female,17,13,2,1,0
15809286,Burke,631,Physics,Male,15,10,2,0,1
15759021,Kay,685,Biology,Male,17,17,1,0,0
15725039,McIntyre,702,Math,Male,18,15,1,1,0
15579130,Chidiegwu,708,Physics,Female,16,15,1,0,1
15754112,Musgrove,653,Math,Male,16,14,2,1,0
15735522,Boulger,654,Physics,Male,17,16,2,0,0
15613326,Gow,596,Biology,Female,17,16,1,0,0
15739502,Amaechi,549,Physics,Female,18,12,2,1,0
15670914,Robe,754,Biology,Male,15,15,2,0,0
15604073,Bibi,815,Physics,Female,17,12,1,1,0
15806027,Niu,556,Biology,Female,15,11,1,0,1
15574886,Palerma,706,Biology,Male,16,16,1,1,0
15707120,Cocci,850,Biology,Male,18,17,1,0,0
15800845,Artemieva,732,Math,Female,16,9,1,1,0
15603914,Arcuri,614,Biology,Male,17,10,1,1,1
15722765,Owen,580,Math,Female,18,16,1,1,0
15783305,Franklin,593,Biology,Female,17,14,1,0,0
15574842,Lorenzo,653,Physics,Female,17,9,3,1,0
15607837,Muriel,746,Biology,Female,17,14,1,1,0
15714877,MacDevitt,662,Biology,Female,17,15,2,0,0
15782941,Chijindum,573,Biology,Male,18,10,2,1,0
15630167,Gibson,684,Math,Female,18,12,1,1,0
15759038,Whitehead,793,Biology,Female,18,16,1,0,0
15661821,Johnstone,798,Physics,Female,15,18,1,1,1
15728006,Endrizzi,524,Biology,Male,15,12,1,0,0
15712176,Burke,816,Biology,Male,15,17,2,1,0
15689351,Johnson,742,Physics,Female,17,17,1,1,1
15782247,Yeh,540,Biology,Male,16,18,3,1,1
15769064,Marshall,537,Physics,Male,17,10,1,0,1
15718153,Kao,759,Math,Female,17,16,1,1,0
15613189,Browne,774,Biology,Female,16,9,1,0,1
15661734,Taylor,608,Physics,Male,15,9,2,0,0
15592645,Gibbons,704,Math,Male,18,14,2,0,0
15768387,Nott,581,Biology,Male,17,10,2,0,0
15792525,Lei,628,Physics,Female,16,18,1,1,1
15586976,Alexeeva,566,Biology,Female,15,10,1,0,1
15790659,Sheets,701,Math,Male,16,14,2,1,0
15691446,Tokaryev,735,Math,Male,16,10,2,1,0
15772632,Ts'ui,680,Biology,Female,16,16,2,0,0
15706587,Johnston,560,Biology,Male,18,17,2,1,0
15572461,Kung,663,Physics,Female,17,10,2,0,0
15654409,Unwin,665,Biology,Female,18,8,1,1,0
15568025,Hsueh,758,Biology,Male,17,8,1,1,0
15715769,Hao,621,Biology,Male,17,18,1,1,0
15667458,L?,764,Physics,Male,18,12,1,0,0
15567980,Frater,537,Physics,Female,15,18,1,1,1
15679294,Brennan,589,Biology,Female,16,16,2,0,0
15606507,Pisani,555,Biology,Male,15,16,2,0,0
15578825,Golubev,734,Biology,Female,16,17,1,0,0
15619935,Vanmeter,783,Math,Female,15,10,1,1,0
15636089,Hs?,678,Physics,Female,16,14,1,0,1
15727490,Scott,661,Biology,Male,17,8,1,1,1
15591766,Crawford,607,Math,Female,17,14,1,1,0
15641629,P'eng,537,Math,Female,18,16,2,1,0
15813303,Rearick,513,Math,Male,18,17,2,1,0
15756920,Genovesi,576,Biology,Male,16,12,1,0,1
15726403,Glenny,660,Physics,Male,17,12,1,0,1
15592765,Marks,637,Biology,Male,15,14,1,1,0
15704442,Fleming,672,Biology,Female,16,17,4,1,1
15641136,Davison,629,Biology,Male,18,18,2,1,0
15725818,Chibuzo,583,Physics,Male,15,15,1,1,0
15612071,Wilson,763,Math,Female,18,9,1,1,0
15719809,Endrizzi,516,Physics,Male,16,8,2,0,0
15716518,Yuryeva,617,Biology,Female,17,9,2,0,0
15742210,Ugochukwu,700,Biology,Male,18,11,1,1,0
15630617,Lo Duca,727,Physics,Male,16,13,1,1,1
15720838,Gallo,689,Math,Female,16,15,1,1,0
15595537,Trout,626,Physics,Male,15,16,2,0,0
15623196,Morley,686,Biology,Male,18,10,1,1,0
15679249,Chou,351,Physics,Female,15,9,1,0,1
15693199,Shao,739,Biology,Female,15,13,2,0,1
15661219,Trentino,627,Biology,Male,15,14,2,0,0
15617136,Mazzanti,451,Physics,Female,15,12,1,1,0
15760294,Endrizzi,512,Biology,Female,15,16,1,0,1
15652808,Monaldo,774,Biology,Female,17,15,1,0,0
15657139,Otutodilinna,652,Biology,Female,15,11,2,1,0
15803790,Allen,638,Physics,Male,16,11,2,1,0
15764105,Milne,475,Biology,Female,15,18,2,0,0
15672610,Somadina,567,Math,Male,16,11,1,0,0
15766896,Chieloka,750,Biology,Male,18,17,2,0,0
15587735,Chukwuebuka,850,Biology,Male,18,10,1,1,0
15659501,Chioke,753,Biology,Female,17,17,1,1,0
15745001,Kovalev,683,Math,Female,15,15,2,0,0
15651140,Doherty,710,Biology,Female,17,17,1,0,0
15571148,Baranov,645,Math,Female,16,17,2,0,0
15776824,Rossi,714,Biology,Male,15,13,1,1,0
15633141,Robinson,696,Physics,Female,15,18,1,0,0
15764174,Bidencope,612,Math,Female,16,11,2,1,0
15778155,T'ien,520,Physics,Female,16,15,1,1,1
15715920,De Bernales,782,Math,Male,18,18,1,1,0
15671917,Wade,666,Biology,Male,17,8,1,1,0
15666548,Chung,466,Physics,Female,18,17,3,0,1
15625623,Stevenson,567,Biology,Female,16,18,2,1,0
15748123,Chienezie,613,Biology,Male,15,9,2,1,0
15648735,Cashin,718,Biology,Male,16,14,2,1,0
15634974,Seppelt,614,Biology,Female,17,13,4,1,1
15713378,Brownless,711,Biology,Male,18,11,2,0,0
15753370,McDonald,691,Physics,Female,17,17,1,0,0
15782659,Mamelu,527,Biology,Male,17,9,1,0,0
15583364,McGregor,476,Biology,Female,17,10,1,0,0
15625942,McDonald,619,Math,Female,18,12,2,0,0
15720284,Crawford,607,Physics,Female,15,11,1,0,0
15679642,Feng,695,Math,Male,17,13,2,1,0
15628007,Genovese,653,Biology,Male,18,16,2,0,0
15661974,Pirozzi,677,Biology,Male,17,13,1,1,0
15689341,Gibbs,655,Biology,Female,18,18,4,0,1
15607993,Milne,625,Biology,Female,17,13,1,1,0
15693267,Dickson,679,Physics,Female,16,13,1,0,0
15769522,O'Connor,734,Biology,Male,15,12,1,1,0
15755825,McGuirk,666,Biology,Male,18,12,2,0,0
15598175,Toscani,592,Physics,Female,15,14,2,0,0
15744327,Ruth,564,Biology,Male,15,15,1,0,1
15798666,Hughes,814,Biology,Female,16,11,2,1,0
15577064,Onyekaozulu,592,Physics,Male,15,11,2,0,0
15759436,Aksenov,758,Biology,Female,15,9,3,1,1
15690231,K'ung,612,Math,Female,18,12,2,1,0
15751561,Meng,498,Physics,Male,17,18,1,0,1
15739068,Nwoye,638,Physics,Male,16,18,2,1,0
15758056,Calabresi,558,Biology,Male,16,14,2,0,0
15742269,Milano,756,Biology,Female,18,18,2,0,0
15726490,Kirby,782,Math,Male,18,12,1,1,1
15738411,Ho,505,Biology,Male,17,16,1,1,0
15727919,Chukwuemeka,671,Math,Female,18,11,2,0,0
15709396,Hale,801,Biology,Male,18,16,2,1,0
15654106,K?,604,Biology,Male,18,15,2,1,0
15621653,Rice,716,Biology,Female,16,16,1,1,0
15598086,Brown,624,Biology,Female,18,10,1,0,1
15752300,Sagese,607,Physics,Male,17,18,1,1,0
15658693,Aksyonova,827,Biology,Female,18,8,2,1,0
15631838,Findlay,606,Biology,Male,18,18,2,1,0
15803804,Walker,717,Physics,Female,15,12,1,0,0
15578809,Hao,651,Physics,Male,15,15,2,0,1
15752026,Hammer,691,Biology,Male,18,12,1,1,1
15723706,Abbott,573,Biology,Female,17,18,1,0,0
15752838,Lucas,723,Math,Male,15,11,2,1,0
15569571,Davydova,584,Physics,Female,16,14,2,0,1
15769703,West,550,Physics,Female,17,16,1,0,1
15679770,Smith,611,Biology,Female,16,18,4,1,1
15791102,Mai,549,Physics,Male,17,9,3,1,1
15655192,Fiorentino,850,Math,Female,15,11,2,1,0
15709487,Freeman,668,Physics,Male,16,17,2,0,0
15687130,Nkemjika,686,Biology,Female,16,13,1,1,0
15755178,Ramos,660,Biology,Male,15,17,3,1,1
15634772,Mario,682,Math,Female,16,8,1,1,0
15617197,Chien,524,Biology,Male,18,8,2,1,1
15631240,Dubinina,645,Biology,Female,16,8,2,1,1
15784301,Wang,850,Biology,Male,16,14,2,0,0
15631310,Hsieh,537,Biology,Female,15,8,1,1,0
15756560,Moran,599,Math,Female,16,9,2,0,0
15732270,Hung,727,Math,Male,15,12,1,1,1
15739357,Moss,756,Math,Male,17,9,1,0,0
15771540,Fedorova,755,Biology,Male,15,14,1,0,0
15567486,Li,634,Math,Female,18,14,2,1,0
15714634,Nebechi,837,Biology,Male,16,13,2,0,0
15727021,Obialo,727,Physics,Female,15,8,2,1,0
15650670,Bateson,567,Physics,Female,16,11,2,0,0
15711834,Long,650,Math,Female,17,18,1,0,1
15729763,Nelson,655,Math,Male,16,16,1,1,0
15646566,Bell,763,Biology,Female,15,10,1,1,0
15645463,Udinese,843,Biology,Female,16,14,2,1,0
15672144,Mao,667,Biology,Female,18,17,1,1,1
15596088,Fanucci,705,Biology,Female,16,15,2,1,0
15614878,Yeh,660,Physics,Female,16,17,1,1,0
15635240,Onuoha,553,Biology,Male,15,14,2,0,0
15775905,Moore,612,Physics,Female,17,16,1,1,1
15700657,Thornton,641,Physics,Female,18,12,1,0,0
15611905,Warlow-Davies,513,Math,Female,17,9,1,0,0
15652527,Champion,680,Biology,Male,18,14,1,1,0
15785865,Mazzanti,711,Biology,Male,17,12,2,1,0
15645942,Macleod,689,Math,Male,17,15,2,1,0
15688691,Lei,665,Physics,Female,16,15,2,1,1
15592736,Lucchese,551,Physics,Male,18,10,1,0,1
15673529,Lombardo,645,Math,Male,18,10,2,0,0
15724145,William,616,Physics,Male,18,11,1,0,0
15704629,Wright,582,Biology,Female,18,18,1,1,0
15597896,Ozoemena,365,Physics,Male,16,13,1,0,1
15731790,Boyle,697,Physics,Female,15,16,1,1,1
15634719,Chinwendu,704,Biology,Male,16,18,2,0,0
15703205,Uwaezuoke,656,Biology,Female,18,16,2,1,0
15567333,Archambault,712,Biology,Female,18,18,2,0,0
15754537,Ko,748,Biology,Male,16,13,1,0,0
15612030,Udegbulam,724,Biology,Male,17,12,2,1,0
15573242,Greene,691,Biology,Male,17,17,1,1,0
15601892,Hunter,563,Biology,Male,16,15,2,1,0
15663885,Blinova,741,Biology,Male,16,12,1,1,0
15701096,De Garis,778,Biology,Male,15,13,1,0,0
15710450,Okwudiliolisa,848,Math,Male,18,9,1,1,0
15790846,Ts'ai,634,Physics,Male,16,10,1,1,0
15658956,Tuan,505,Physics,Male,18,18,2,1,0
15755223,Tseng,692,Physics,Male,16,12,2,0,0
15787318,Holmwood,537,Physics,Female,18,11,1,0,1
15737310,Thompson,633,Biology,Male,16,13,1,0,0
15763665,Y?,833,Biology,Female,15,12,2,0,0
15668818,Chidubem,592,Math,Female,17,17,1,1,0
15765812,Trevisani,587,Math,Male,17,15,2,1,0
15704844,Hsiung,550,Math,Male,15,10,1,1,0
15744582,Randall,680,Biology,Female,18,15,3,0,1
15616700,Leach,622,Math,Female,17,11,2,1,0
15683521,Godfrey,594,Physics,Male,15,14,2,0,0
15583049,Wallace,643,Physics,Female,18,13,1,1,0
15643752,Wei,540,Biology,Male,18,13,1,0,0
15620398,Mitchell,635,Math,Female,17,11,2,0,0
15715707,Light,657,Biology,Male,18,15,2,1,0
15814209,Capon,814,Biology,Male,15,12,1,0,0
15733768,Hou,600,Biology,Male,15,16,1,1,0
15755242,Rowe,682,Biology,Female,16,17,1,1,0
15729412,Holloway,682,Biology,Male,15,9,1,1,0
15746564,O'Sullivan,566,Biology,Male,15,17,1,1,0
15588446,Udinesi,550,Math,Male,18,13,2,0,0
15665221,Nwebube,630,Biology,Male,15,11,2,1,0
15640846,Chibueze,546,Physics,Female,15,16,4,0,1
15700209,Walker,486,Biology,Male,18,14,1,1,0
15658360,Gregory,762,Math,Male,17,16,2,0,0
15602735,Kuo,692,Physics,Male,18,14,4,1,1
15724834,Wilson,498,Biology,Female,15,13,2,0,0
15800062,Lanford,850,Math,Male,16,9,1,0,1
15685300,Meng,603,Biology,Male,18,14,2,0,0
15760102,Yeh,551,Biology,Female,15,13,1,0,0
15787026,Onwuatuegwu,627,Physics,Male,17,13,2,1,0
15653696,Goliwe,515,Biology,Female,17,15,2,0,0
15788946,Anthony,605,Math,Female,17,18,1,0,0
15600724,Scott,567,Physics,Male,18,10,1,0,0
15574324,Genovese,568,Physics,Female,17,13,2,1,0
15707144,Onyeorulu,571,Physics,Male,15,9,2,0,0
15775891,Myers,634,Physics,Male,18,11,1,1,1
15711789,Davey,768,Math,Female,16,9,1,0,1
15600879,Parsons,554,Physics,Female,18,8,2,0,0
15681196,Chikere,629,Biology,Male,16,13,1,1,0
15716000,Hs?eh,638,Math,Male,15,14,2,1,0
15766776,Sal,576,Biology,Male,18,8,1,1,0
15680278,Ts'ai,661,Math,Female,18,10,1,0,1
15688637,Witt,592,Biology,Female,17,13,2,1,0
15591179,Skelton,702,Math,Male,18,11,2,1,0
15677435,Kazantseva,647,Biology,Female,18,9,2,0,0
15698619,Bowhay,593,Biology,Male,17,9,2,1,0
15581036,Beyer,712,Physics,Female,16,8,2,0,1
15622117,Fries,625,Math,Female,16,9,2,0,0
15599301,Tao,538,Physics,Female,17,10,1,1,0
15581548,Kaodilinakachukwu,637,Math,Female,18,8,1,0,0
15586870,Ni,632,Biology,Male,17,8,1,1,0
15735263,Hsueh,736,Biology,Male,16,12,1,1,0
15765322,Connely,755,Biology,Male,16,18,2,1,0
15582944,Becker,425,Math,Female,15,18,2,0,0
15687162,Clayton,461,Biology,Male,17,10,1,0,1
15644962,Connolly,745,Biology,Male,16,12,1,1,0
15612615,Graham,616,Biology,Female,15,18,2,0,0
15813439,Ch'ien,587,Biology,Male,18,12,1,0,0
15604544,Manfrin,850,Physics,Male,16,8,2,1,0
15761348,Kuo,601,Biology,Female,16,13,2,0,0
15785078,Fomin,730,Math,Male,16,8,1,0,0
15759874,Chamberlain,532,Biology,Male,18,9,1,0,1
15643658,Barber,850,Physics,Male,17,10,2,0,0
15713267,Zimmer,779,Math,Female,17,9,2,1,0
15737782,Brazenor,562,Biology,Male,16,8,1,1,0
15815490,Cocci,670,Physics,Male,18,14,3,0,1
15679410,Caldwell,729,Biology,Female,15,11,1,0,1
15756241,Yirawala,767,Biology,Female,17,9,1,1,0
15688409,Donaldson,742,Biology,Female,18,9,1,0,1
15742272,Ozerova,669,Biology,Female,18,17,1,0,1
15717898,Bruce,542,Math,Male,15,14,1,1,0
15769582,Kang,586,Biology,Male,18,12,2,1,0
15635660,Rossi,612,Physics,Male,17,9,1,0,1
15576723,Ts'ai,740,Biology,Female,18,17,2,1,0
15591577,Moran,584,Biology,Male,15,18,1,1,0
15582325,Jennings,524,Biology,Male,18,15,1,0,1
15693947,Tokareva,614,Biology,Female,15,16,2,0,0
15760446,Pagnotto,598,Biology,Female,15,11,1,1,1
15611105,Castella,799,Math,Male,15,16,2,1,0
15630920,Du Cane,724,Biology,Male,17,9,2,0,0
15574910,Ferguson,601,Biology,Male,15,18,1,0,0
15756472,Odinakachukwu,804,Biology,Male,18,9,1,0,0
15682890,Woronoff,745,Physics,Male,16,15,2,1,0
15641994,Meng,667,Physics,Male,18,14,1,0,1
15733297,Sinclair,518,Biology,Female,15,8,1,1,0
15767793,Hsu,819,Biology,Female,18,14,2,0,0
15725698,Panicucci,520,Math,Female,17,13,1,1,0
15813532,Burns,625,Biology,Female,17,11,2,0,0
15576760,Onodugoadiegbemma,673,Physics,Male,18,18,2,0,0
15732102,Darling,656,Physics,Female,16,10,2,0,0
15739046,Maggard,850,Math,Female,18,10,1,1,0
15631927,Thomas,574,Math,Female,15,12,2,0,0
15672115,Lettiere,679,Biology,Male,18,13,2,1,0
15618765,Ponomaryov,530,Physics,Female,17,12,1,1,0
15679148,Oliver,508,Biology,Male,18,12,2,0,0
15728474,Chienezie,558,Physics,Male,17,12,1,1,0
15636999,Mao,414,Biology,Male,16,13,1,1,1
15754261,Ho,648,Math,Male,17,12,2,0,0
15629150,Lucchese,721,Biology,Female,18,14,2,0,0
